ts	imei	mwra	c.android.chrome	c.android.youtube	c.dogalize	c.android.gm	c.katana	c.UCMobile.intl	c.UCMobile.x86	c.raider	c.updateassist	c.android.vending
2018-05-08 12:31:00	863033069630348115	1.00000	10.39127	10.95516	9.58511	8.01478	9.05408	51.23801	47.89946	52.51128	29.75953	13.75708
2018-05-08 12:32:00	863033069630348248	1.00000	12.39353	13.13912	11.85381	10.09172	10.48051	16.82795	58.65072	20.98768	87.86323	58.04999
2018-05-08 12:33:00	863033069630348727	1.00000	15.36815	9.53382	8.75121	12.76032	8.60091	41.67592	42.18097	98.09516	87.43012	36.84605
2018-05-08 12:34:00	359043379931766270	1.00000	15.02372	9.37002	6.50552	6.80588	3.51636	25.84427	51.98046	77.73287	36.21918	97.97793
2018-05-08 12:35:00	359043379931766072	0.00000	8.90554	10.70630	12.70945	11.05450	15.00575	55.61295	50.08803	83.92791	59.50006	7.13638
2018-05-08 12:36:00	3590433799317662485	1.00000	15.28534	13.79668	4.80579	9.01788	9.72646	35.85964	20.48008	11.07870	87.22943	97.50887
2018-05-08 12:37:00	3590433799317661297	0.00000	11.65624	12.21360	7.79614	10.47564	12.78735	34.61876	44.97141	14.92075	58.74765	63.43532
2018-05-08 12:38:00	8630330696303481784	0.00000	13.31522	13.30670	8.30152	7.17803	8.72752	36.38242	39.79938	72.13484	67.22429	23.72172
2018-05-08 12:39:00	863033069630348966	1.00000	9.09436	13.10525	13.42482	13.03354	9.26907	42.01881	31.78221	43.99290	17.03435	89.02976
2018-05-08 12:40:00	3590433799317662337	1.00000	10.86362	10.24779	10.67839	12.80144	14.28466	40.81637	78.10462	95.76350	15.83283	48.43302
2018-05-08 12:41:00	359043379931766817	1.00000	14.09116	13.60352	11.55498	7.82002	7.67937	43.49566	44.68875	13.11494	60.44202	52.95321
2018-05-08 12:42:00	8630330696303481818	1.00000	12.91223	12.29000	5.62545	10.10506	9.65428	36.92873	59.95768	91.86195	63.91671	84.93275
2018-05-08 12:43:00	359043379931766742	0.00000	8.01290	10.17945	14.99608	11.91578	12.23992	34.59629	83.78537	40.19172	95.32869	75.01657
2018-05-08 12:44:00	3590433799317662048	1.00000	10.33930	11.76646	9.89947	9.11207	10.86578	35.36794	59.18590	45.29997	61.26876	73.19626
2018-05-08 12:45:00	8630330696303482469	0.00000	9.28290	10.89298	12.52949	6.71317	12.03018	45.49861	73.29753	55.05311	43.46956	36.93519
2018-05-08 12:46:00	359043379931766643	1.00000	13.74178	16.29398	4.94814	7.68820	7.09875	19.65489	36.44369	75.73161	59.96063	97.85059
2018-05-08 12:47:00	8630330696303482451	1.00000	9.92312	13.98574	10.13349	9.28745	11.90628	49.80845	50.26025	59.55432	86.95545	87.77838
2018-05-08 12:48:00	863033069630348958	1.00000	8.82500	16.90012	10.43549	9.89602	10.23194	57.36594	72.81711	70.96041	60.67278	14.68908
2018-05-08 12:49:00	8630330696303481727	0.00000	12.54576	11.66425	13.24362	17.73346	11.39435	44.73826	69.17937	46.24592	33.64662	66.86894
2018-05-08 12:50:00	359043379931766361	1.00000	13.64760	13.14858	8.90695	8.06604	8.31908	42.30377	53.41481	10.24630	37.02486	36.86904
2018-05-08 12:51:00	8630330696303482436	1.00000	14.49528	7.93119	11.01299	12.65785	5.96845	31.86802	52.81797	35.64385	98.37263	80.15439
2018-05-08 12:52:00	3590433799317662089	1.00000	13.00011	10.27727	7.68804	7.98936	5.11007	49.34119	72.42723	50.33765	86.76333	35.46648
2018-05-08 12:53:00	863033069630348974	0.00000	7.21885	12.52451	8.52674	7.01808	14.66471	23.05287	60.14425	66.05977	21.72653	87.84405
2018-05-08 12:54:00	863033069630348206	1.00000	12.06568	7.97625	12.74731	14.63527	4.67436	47.67699	35.51939	54.71837	33.19716	96.85420
2018-05-08 12:55:00	3590433799317662170	1.00000	12.57639	10.06264	8.31728	7.82875	8.02761	59.92656	65.61783	63.93875	81.39031	97.41753
2018-05-08 12:56:00	8630330696303481875	0.00000	7.71544	13.33120	11.36248	5.01050	12.34607	44.97753	52.24024	46.95942	84.17358	82.31070
2018-05-08 12:57:00	8630330696303481438	0.00000	7.78502	13.20693	10.48344	9.62828	12.93323	53.11343	48.72464	81.92860	44.79751	43.35739
2018-05-08 12:58:00	863033069630348354	0.00000	13.18945	11.54416	11.37945	15.18463	16.49132	40.30842	54.93503	13.22802	86.36223	31.44739
2018-05-08 12:59:00	8630330696303482345	0.00000	9.09288	13.25859	13.72532	14.00911	13.81356	42.54124	75.22897	26.67677	76.10915	46.25275
2018-05-08 13:00:00	8630330696303482154	1.00000	10.67558	12.07942	12.82946	13.69637	8.10978	69.40941	27.58499	67.43849	40.90109	51.70144
2018-05-08 13:01:00	8630330696303481750	1.00000	13.99832	9.57375	4.11971	7.13271	4.56407	23.17964	69.73266	67.25729	12.72399	74.64319
2018-05-08 13:02:00	3590433799317661545	0.00000	7.53738	14.26239	12.80312	9.74026	13.73924	48.57595	64.19760	68.46715	86.77601	40.37639
2018-05-08 13:03:00	863033069630348214	1.00000	13.25407	8.36120	14.28401	14.23137	5.56895	33.36463	33.37623	75.20310	17.30184	15.72234
2018-05-08 13:04:00	3590433799317662097	0.00000	12.35860	8.58375	7.19494	10.72291	15.22041	60.97655	70.13126	68.57274	43.46929	66.99647
2018-05-08 13:05:00	3590433799317662055	0.00000	12.25087	7.78905	8.74231	9.83391	13.27026	47.74869	18.78127	36.65381	92.78981	71.73700
2018-05-08 13:06:00	3590433799317661909	1.00000	9.94991	13.57578	8.30451	11.42780	10.13227	34.97624	51.15003	45.32286	19.60506	0.47194
2018-05-08 13:07:00	359043379931766577	1.00000	13.98013	11.03944	7.54520	8.11760	8.88789	41.05815	51.28915	97.09119	20.38010	93.60512
2018-05-08 13:08:00	3590433799317661511	1.00000	10.65106	16.43062	9.00647	9.30553	11.63200	50.43283	67.79537	54.26458	79.43818	41.41574
2018-05-08 13:09:00	3590433799317661313	1.00000	10.24848	12.89599	11.67694	11.85665	11.53849	47.67411	23.98853	88.97966	86.98064	45.89231
2018-05-08 13:10:00	359043379931766759	1.00000	12.96583	9.74443	7.78319	8.18508	7.49425	39.36717	38.01778	16.85259	24.39885	90.76082
2018-05-08 13:11:00	863033069630348677	1.00000	13.22274	11.54221	9.79241	11.15052	9.67861	45.17328	69.23912	20.45922	17.47873	35.72238
2018-05-08 13:12:00	8630330696303481560	1.00000	13.96380	14.34357	8.97089	6.68237	8.58981	44.34493	69.19759	0.18498	17.48469	33.70676
2018-05-08 13:13:00	8630330696303481636	1.00000	16.16970	10.84448	4.82925	7.77317	7.38083	43.95830	47.06515	84.97484	39.80196	5.58458
2018-05-08 13:14:00	863033069630348412	1.00000	13.10136	13.60958	16.06504	10.92877	10.13214	42.62289	47.71654	18.18044	63.26896	39.91092
2018-05-08 13:15:00	3590433799317661404	1.00000	15.13825	10.44278	13.12131	10.62900	6.45013	54.95026	61.37485	35.27354	66.39483	23.80205
2018-05-08 13:16:00	8630330696303482469	1.00000	16.15697	8.56748	8.36187	7.11936	6.65197	36.74980	51.55542	55.06243	77.23542	68.90612
2018-05-08 13:17:00	8630330696303481115	1.00000	12.48073	13.70915	12.87357	11.54970	10.59943	45.93510	68.27047	89.55716	76.47768	18.81399
2018-05-08 13:18:00	863033069630348883	1.00000	16.69258	13.30544	13.36888	8.43117	6.99710	60.86310	38.40067	19.37412	65.03154	10.45594
2018-05-08 13:19:00	863033069630348370	1.00000	7.61720	12.39670	14.39146	15.41791	9.12653	46.43531	41.41142	51.39696	6.23566	75.95658
2018-05-08 13:20:00	863033069630348198	1.00000	7.98427	10.97205	11.74949	9.36819	11.27337	50.90770	57.58923	93.24424	27.11343	37.29700
2018-05-08 13:21:00	359043379931766866	0.00000	11.85735	13.51778	14.46791	5.29958	14.63522	39.03153	59.95343	50.87495	38.46325	58.02662
2018-05-08 13:22:00	8630330696303481040	1.00000	15.91736	10.40957	11.84220	10.90946	7.29469	32.13540	33.38190	44.50710	44.22127	56.74832
2018-05-08 13:23:00	8630330696303481834	1.00000	14.26505	13.74422	12.65226	8.41286	9.34029	54.06078	50.35916	99.04950	40.68164	32.12095
2018-05-08 13:24:00	359043379931766387	1.00000	11.62999	10.74816	12.82683	13.39864	11.97056	40.93651	64.85597	37.07534	31.00177	86.37622
2018-05-08 13:25:00	863033069630348156	1.00000	13.89812	10.08285	13.79286	11.10135	6.62597	47.46109	37.57575	1.16900	66.99738	41.76531
2018-05-08 13:26:00	3590433799317661420	1.00000	11.47122	14.05708	6.87891	8.37282	10.21831	44.33386	25.82927	14.54517	19.01134	11.53594
2018-05-08 13:27:00	3590433799317661644	0.00000	8.46889	7.27381	11.49067	4.40083	13.55757	42.24232	42.90916	61.44560	82.01561	65.94156
2018-05-08 13:28:00	8630330696303481040	1.00000	11.34613	11.62319	8.08164	8.26954	10.09616	37.96740	45.62817	34.46945	44.59074	17.03722
2018-05-08 13:29:00	8630330696303482287	1.00000	13.96912	8.91510	12.00356	11.59463	6.87546	24.94916	39.93712	54.12155	12.75821	14.97086
2018-05-08 13:30:00	863033069630348297	0.00000	9.87447	13.37139	11.81609	13.44260	14.36676	30.40308	48.26642	62.23115	92.83429	61.93529
2018-05-08 13:31:00	8630330696303482410	1.00000	16.57615	9.91677	4.96551	6.65475	6.82477	42.74986	57.25590	98.49483	55.39965	60.86997
2018-05-08 13:32:00	359043379931766601	0.00000	4.87948	14.11655	11.47992	9.10719	12.25473	31.10929	42.39942	41.01563	27.58421	43.09409
2018-05-08 13:33:00	8630330696303482196	1.00000	13.62988	10.16595	8.95006	9.58202	8.92077	28.51351	38.67539	88.31185	74.14673	25.24931
2018-05-08 13:34:00	8630330696303481396	0.00000	8.25953	11.24209	12.44954	10.66578	11.97706	30.31401	59.21464	39.65896	36.15641	36.39283
2018-05-08 13:35:00	359043379931766015	1.00000	12.80437	15.13280	13.01465	11.73832	11.39905	49.43612	35.53185	46.50318	75.18086	27.90015
2018-05-08 13:36:00	3590433799317661032	1.00000	12.81680	12.81280	14.07755	11.45352	9.35256	34.93052	33.25750	37.10044	95.07711	22.15578
2018-05-08 13:37:00	3590433799317661255	1.00000	11.80196	11.82264	11.09795	7.03480	8.76015	23.47247	46.41258	32.83892	5.35671	91.01062
2018-05-08 13:38:00	863033069630348388	1.00000	13.08345	10.28200	8.80361	12.95039	8.19362	47.83698	73.97110	87.54808	14.43863	18.04271
2018-05-08 13:39:00	359043379931766205	0.00000	8.08695	11.19696	11.56346	8.22974	12.69618	41.78960	48.60997	33.66369	69.10280	59.55709
2018-05-08 13:40:00	359043379931766841	0.00000	12.06645	12.44804	10.32884	9.46094	10.46963	40.94368	49.90799	20.05369	36.29737	25.48872
2018-05-08 13:41:00	359043379931766320	1.00000	13.41055	13.43214	5.74149	7.50842	5.75428	11.26780	9.77115	92.07073	96.03481	90.75862
2018-05-08 13:42:00	359043379931766718	0.00000	8.10596	11.28701	13.22776	5.90983	10.78677	43.81265	51.44976	95.27268	90.98856	5.10247
2018-05-08 13:43:00	863033069630348065	1.00000	10.72514	14.41290	12.11249	11.99022	8.33764	40.57461	60.03637	86.30565	39.90856	87.82451
2018-05-08 13:44:00	8630330696303481230	1.00000	9.76739	13.76919	7.39518	12.24290	9.03827	24.09538	42.36578	70.34155	61.75597	71.45858
2018-05-08 13:45:00	3590433799317662139	1.00000	11.54457	10.92402	9.91078	9.54500	13.32168	35.53748	52.91830	96.15264	53.10842	83.43085
2018-05-08 13:46:00	863033069630348131	0.00000	8.80281	14.54870	11.28809	8.46776	14.16219	25.35001	52.04623	77.54397	52.78573	26.36825
2018-05-08 13:47:00	3590433799317662188	0.00000	10.92905	10.72915	15.35533	6.04599	12.26189	57.25792	53.08883	45.93024	35.07236	82.71371
2018-05-08 13:48:00	8630330696303481057	0.00000	10.61470	12.84777	13.58944	14.92815	12.42574	31.07115	30.56528	14.03554	51.66437	31.07703
2018-05-08 13:49:00	359043379931766965	0.00000	9.16189	11.10758	9.62340	8.75257	10.69983	41.25018	57.23676	67.05944	10.51833	81.88148
2018-05-08 13:50:00	863033069630348834	0.00000	7.80692	12.71528	14.21497	6.85335	14.31663	39.62682	41.06717	8.92108	19.75642	42.81051
2018-05-08 13:51:00	3590433799317661578	1.00000	13.91548	12.69786	6.83284	8.67692	9.34563	39.92548	46.57575	30.06962	70.16837	0.83055
2018-05-08 13:52:00	8630330696303481438	1.00000	13.18999	13.87863	16.30753	10.99612	8.74000	52.01322	44.33472	85.92776	17.83519	63.59660
2018-05-08 13:53:00	359043379931766460	1.00000	10.09589	13.23154	13.71912	16.67999	8.34981	42.63199	54.15507	52.02994	82.36353	54.82731
2018-05-08 13:54:00	3590433799317661628	0.00000	10.94280	12.37208	13.18329	9.05689	8.97977	43.23690	65.58835	55.99819	11.52533	49.68921
2018-05-08 13:55:00	3590433799317662139	0.00000	7.58636	13.56473	10.83520	11.59624	12.83609	26.75168	54.48289	9.45013	19.65803	50.46398
2018-05-08 13:56:00	359043379931766999	0.00000	12.75755	12.63162	14.14653	11.28788	8.45146	37.40978	47.93917	86.75868	0.67434	74.44637
2018-05-08 13:57:00	359043379931766627	0.00000	4.59718	10.94330	13.06402	10.96924	10.64005	45.56692	50.12316	62.86997	95.00829	6.25342
2018-05-08 13:58:00	863033069630348727	1.00000	10.55623	8.58585	10.46564	13.79251	4.46385	62.47512	49.08402	79.03010	23.03437	70.89884
2018-05-08 13:59:00	8630330696303481297	0.00000	10.12154	10.52833	10.83693	5.78926	12.98421	46.01101	36.91179	39.62924	31.23896	20.86144
2018-05-08 14:00:00	359043379931766205	1.00000	15.51274	10.15089	12.23921	11.04322	7.30802	53.15212	68.03640	52.71339	77.59579	59.68516
2018-05-08 14:01:00	3590433799317662279	1.00000	17.73225	10.44661	11.57365	9.53693	8.63017	38.47542	52.64073	16.73520	35.89042	85.09854
2018-05-08 14:02:00	8630330696303481016	0.00000	11.13942	11.04306	5.45885	9.14748	7.27766	48.40628	58.26348	91.96497	64.73358	12.10897
2018-05-08 14:03:00	8630330696303482261	1.00000	12.84389	12.53406	7.29580	9.55028	8.63832	53.50741	29.75750	21.86229	5.65049	98.53248
2018-05-08 14:04:00	863033069630348248	0.00000	10.46379	15.80381	8.99486	9.56910	13.23226	50.49433	41.61866	17.59199	99.51405	75.02984
2018-05-08 14:05:00	3590433799317661289	0.00000	6.24708	16.59555	13.40329	12.80398	11.59676	55.89931	42.06892	82.49523	42.34796	11.74692
2018-05-08 14:06:00	3590433799317661065	1.00000	11.60781	14.92816	12.78834	11.17104	12.04844	36.84680	65.67105	92.42249	25.16951	62.88846
2018-05-08 14:07:00	863033069630348776	1.00000	13.37737	9.43963	10.05194	6.96472	6.46351	22.97170	23.81983	51.98306	2.52763	38.46698
2018-05-08 14:08:00	359043379931766916	1.00000	14.95466	10.02355	7.60134	4.60843	6.48908	62.53985	37.31982	7.70465	34.28019	60.37686
2018-05-08 14:09:00	863033069630348438	0.00000	10.77372	11.78310	9.53493	11.25552	14.86995	47.43143	19.14254	56.60830	98.04840	4.27411
2018-05-08 14:10:00	3590433799317661909	1.00000	13.24760	10.77498	9.73594	10.29826	7.30904	56.97606	48.49885	45.62151	37.02506	52.06778
2018-05-08 14:11:00	863033069630348636	0.00000	12.36196	14.62382	10.63322	11.86548	11.20849	55.29895	71.62343	34.52898	24.12922	66.81013
2018-05-08 14:12:00	863033069630348362	1.00000	12.46094	13.32961	7.53575	9.93173	9.85594	32.41841	60.81222	23.29311	27.56309	11.50254
2018-05-08 14:13:00	359043379931766478	1.00000	12.66088	10.44857	13.81751	15.14655	6.96545	26.07445	43.54334	68.97363	60.92284	46.86921
2018-05-08 14:14:00	863033069630348024	1.00000	10.92913	12.13651	10.95435	5.85510	6.60066	36.48752	56.61430	3.84362	86.16520	69.76742
2018-05-08 14:15:00	8630330696303481347	1.00000	14.69208	9.26834	10.65592	7.25232	8.20160	42.83974	58.42538	53.86520	9.30098	72.74111
2018-05-08 14:16:00	359043379931766007	0.00000	10.38747	13.26458	14.68129	13.99215	7.93378	55.60804	53.31072	87.35688	74.38819	42.52011
2018-05-08 14:17:00	863033069630348636	1.00000	12.54138	11.06629	10.26624	9.01041	6.81320	13.93037	37.27172	64.14412	87.11897	25.25285
2018-05-08 14:18:00	359043379931766122	0.00000	6.79907	10.92065	10.13067	10.84887	10.70189	62.86073	44.11278	1.84094	87.71085	9.22904
2018-05-08 14:19:00	3590433799317661446	1.00000	13.73199	13.46028	10.72839	9.89323	8.76457	48.86689	44.10894	88.57353	78.78972	24.87935
2018-05-08 14:20:00	863033069630348529	0.00000	7.72544	13.26438	12.48903	10.92595	10.07396	26.41359	59.53509	10.86319	72.71748	66.31859
2018-05-08 14:21:00	359043379931766445	1.00000	13.35541	13.37741	8.51662	8.02533	7.98506	66.37110	41.16727	75.82200	95.82247	55.17096
2018-05-08 14:22:00	359043379931766296	1.00000	10.87845	16.21196	8.80081	11.00114	13.02479	37.03358	65.36787	48.80236	37.93188	31.35076
2018-05-08 14:23:00	8630330696303481354	1.00000	10.33638	12.11021	10.39130	11.03137	6.85193	57.49602	70.67334	0.97902	26.62442	72.45955
2018-05-08 14:24:00	3590433799317661982	1.00000	8.26346	15.07127	10.91568	13.42001	13.96322	55.86278	48.70906	23.84180	59.14368	15.09620
2018-05-08 14:25:00	359043379931766460	0.00000	7.41613	12.50718	12.25946	7.61128	13.67050	31.15396	34.86605	97.57676	82.56528	50.28583
2018-05-08 14:26:00	8630330696303481073	0.00000	10.10190	12.47982	9.40144	11.93658	14.42104	23.15344	55.58589	76.51057	33.29974	46.32116
2018-05-08 14:27:00	3590433799317661123	0.00000	8.26088	10.46220	12.40249	11.31866	12.62484	36.17736	46.83829	44.19098	72.41628	59.37712
2018-05-08 14:28:00	8630330696303481685	1.00000	10.96505	13.77115	8.77396	9.38712	9.58415	81.68581	64.80234	34.98423	18.42076	87.93391
2018-05-08 14:29:00	359043379931766429	0.00000	6.92893	10.48553	17.52842	7.29575	11.63719	52.68761	35.60211	23.18422	16.44720	70.95493
2018-05-08 14:30:00	3590433799317662139	1.00000	11.78510	12.48423	8.43434	7.78847	10.27345	45.32180	42.08026	21.84656	52.37704	55.54797
2018-05-08 14:31:00	359043379931766189	0.00000	8.09331	11.10747	14.29373	16.38109	11.27138	51.84503	59.11521	16.41581	57.86689	61.17605
2018-05-08 14:32:00	359043379931766353	0.00000	8.27686	11.28294	11.74012	11.44790	10.88122	60.98684	41.85762	8.11549	67.73238	94.93751
2018-05-08 14:33:00	3590433799317661909	1.00000	13.46851	16.08180	14.31293	9.58523	11.64328	38.63453	59.19461	97.06693	30.22690	21.77307
2018-05-08 14:34:00	359043379931766767	0.00000	8.20189	13.76983	11.54796	10.56981	12.88580	52.31138	44.72683	18.71360	53.05767	64.75562
2018-05-08 14:35:00	3590433799317661479	0.00000	11.92497	13.38513	8.23732	11.63353	8.53753	24.71366	39.47959	98.97984	21.97670	8.83091
2018-05-08 14:36:00	359043379931766734	1.00000	12.30289	11.71859	11.28899	14.55296	7.22485	45.68505	55.37205	94.45218	48.29982	93.63531
2018-05-08 14:37:00	8630330696303482139	1.00000	9.00706	11.70576	10.98819	10.36256	10.28003	24.89705	45.06933	8.88251	82.10570	53.30939
2018-05-08 14:38:00	8630330696303481131	0.00000	7.66455	13.70442	13.27616	13.08111	11.78880	58.02191	41.16577	19.36173	95.62957	84.31426
2018-05-08 14:39:00	359043379931766833	0.00000	8.63015	12.59832	14.45059	13.50436	10.53377	55.35801	44.83820	29.19671	65.05286	23.91165
2018-05-08 14:40:00	863033069630348255	1.00000	10.22588	13.70444	10.22535	13.15884	9.09618	46.20296	37.45578	98.97237	58.51833	59.29663
2018-05-08 14:41:00	3590433799317661099	1.00000	11.72855	11.36679	15.46709	14.00075	8.64735	35.19192	33.44208	9.60818	22.16489	11.21793
2018-05-08 14:42:00	3590433799317661289	0.00000	6.72980	13.62801	14.25089	13.35956	14.05739	48.76614	49.56076	59.97010	76.19831	28.55105
2018-05-08 14:43:00	863033069630348263	0.00000	9.78281	14.09150	12.14320	9.99410	12.59757	46.02836	29.72632	44.96145	5.14420	82.80727
2018-05-08 14:44:00	3590433799317661636	1.00000	11.60892	13.49989	11.51995	11.91203	7.36903	45.66680	81.55098	34.54559	91.88195	35.15124
2018-05-08 14:45:00	359043379931766973	1.00000	18.00021	10.01135	3.75871	5.53592	4.47790	50.67728	51.66676	64.54735	87.61507	34.39204
2018-05-08 14:46:00	8630330696303481412	1.00000	12.04294	12.23538	12.77356	13.12429	9.00353	43.49170	62.30977	41.75115	99.21013	90.65925
2018-05-08 14:47:00	3590433799317661255	1.00000	14.31312	11.25799	8.01961	6.18995	4.95847	48.53678	14.03997	15.01892	25.15419	76.73835
2018-05-08 14:48:00	359043379931766122	0.00000	11.44401	10.74129	7.27946	8.67638	6.03764	50.47646	61.93126	31.43569	76.94941	17.27016
2018-05-08 14:49:00	3590433799317661925	1.00000	10.71543	12.48260	12.33770	13.03419	8.01316	42.69374	50.23379	22.99760	53.79843	65.51054
2018-05-08 14:50:00	359043379931766049	1.00000	14.71199	13.07384	8.40812	8.31518	8.93356	54.26483	56.78413	70.75205	98.50508	80.16027
2018-05-08 14:51:00	359043379931766783	0.00000	12.86985	9.01695	9.60609	11.31228	15.09706	49.54925	57.51708	50.66950	87.59302	79.86952
2018-05-08 14:52:00	359043379931766379	1.00000	13.68860	11.46409	11.72167	11.35313	9.20557	35.62906	26.70871	94.06093	30.23739	85.32061
2018-05-08 14:53:00	863033069630348602	1.00000	13.10207	10.29184	8.42235	10.20726	9.33526	58.78895	61.11781	97.17744	45.21831	42.66056
2018-05-08 14:54:00	3590433799317661107	0.00000	15.95280	13.89587	12.75962	9.45918	10.41555	59.66967	49.58435	42.04340	17.03245	38.29672
2018-05-08 14:55:00	8630330696303481289	1.00000	12.53573	10.08261	10.13120	6.53167	7.49224	35.28278	90.76923	16.19920	46.36070	3.49752
2018-05-08 14:56:00	8630330696303482394	0.00000	7.84010	8.63009	14.43128	9.62131	13.60957	59.94617	53.22128	64.67644	11.35342	14.71221
2018-05-08 14:57:00	863033069630348099	1.00000	13.39020	11.46131	7.96702	8.65176	8.33759	64.18500	42.24720	11.99801	78.74957	34.34955
2018-05-08 14:58:00	3590433799317662485	0.00000	16.00146	8.46566	6.41551	7.54270	6.30482	43.07103	34.96919	63.90097	1.93893	58.45760
2018-05-08 14:59:00	3590433799317661396	0.00000	10.23637	10.95495	10.28653	8.78177	14.30685	60.92174	33.79401	10.17673	56.79521	87.64716
2018-05-08 15:00:00	8630330696303481636	1.00000	13.48810	11.88010	12.09031	11.30917	7.35817	23.28884	49.30606	34.33044	57.07904	65.09959
2018-05-08 15:01:00	359043379931766445	0.00000	14.45162	11.43497	6.59643	10.78452	8.81084	44.79972	60.12129	37.31016	75.91257	41.76984
2018-05-08 15:02:00	359043379931766445	0.00000	9.46109	8.91094	11.79253	3.08771	13.01669	39.75737	23.87370	85.09360	95.63064	62.33405
2018-05-08 15:03:00	359043379931766833	1.00000	12.74920	12.88537	10.13991	8.08712	10.75111	54.36262	57.13360	45.33882	73.08345	9.81483
2018-05-08 15:04:00	359043379931766635	0.00000	8.51693	12.97243	11.58853	10.56478	10.91404	45.62733	43.65069	43.47004	13.12206	62.90113
2018-05-08 15:05:00	3590433799317661289	0.00000	14.17986	14.08599	13.02648	16.44154	12.32322	60.43598	40.93021	4.91289	9.24076	98.04551
2018-05-08 15:06:00	863033069630348487	0.00000	13.32443	8.16238	10.09293	15.80080	15.99132	56.27846	46.16902	78.16492	49.78214	48.48693
2018-05-08 15:07:00	3590433799317661966	1.00000	11.49165	10.07577	7.49008	13.21380	7.38777	26.50417	36.28388	55.70369	29.68501	97.55084
2018-05-08 15:08:00	863033069630348016	1.00000	13.96133	13.27247	6.02596	6.41330	7.10850	36.69036	50.31047	29.46668	60.27787	1.13156
2018-05-08 15:09:00	8630330696303482188	0.00000	8.91386	10.95166	11.72222	5.46046	13.16046	52.86136	42.98007	36.11924	94.17476	37.02479
2018-05-08 15:10:00	359043379931766023	1.00000	12.31539	13.90566	11.71939	11.88228	10.40854	42.73692	48.80954	28.96930	80.96044	51.79650
2018-05-08 15:11:00	3590433799317662303	1.00000	12.89623	13.96507	13.88034	11.32722	8.62711	41.92235	60.56223	66.92969	43.23191	16.75205
2018-05-08 15:12:00	8630330696303481420	1.00000	10.96778	10.64876	9.89196	7.76878	7.96220	57.17239	36.26456	44.77917	99.97942	61.97831
2018-05-08 15:13:00	3590433799317662436	1.00000	8.88951	10.39095	13.76500	8.73861	9.11219	65.44107	54.62010	33.73160	3.73286	46.10511
2018-05-08 15:14:00	863033069630348024	0.00000	11.78746	14.54632	8.41704	10.41060	8.39801	76.63987	77.91174	73.70370	37.64973	43.41817
2018-05-08 15:15:00	863033069630348594	1.00000	14.22169	14.23283	13.80127	12.00319	10.60573	38.98551	45.89996	26.69660	19.63302	43.23367
2018-05-08 15:16:00	8630330696303481990	0.00000	5.82183	10.74237	12.56871	10.29848	11.10175	34.62322	44.41452	38.97209	20.60043	80.66224
2018-05-08 15:17:00	863033069630348057	0.00000	6.06513	8.12910	10.10273	4.66451	11.96908	42.85918	64.73130	32.19495	83.89432	48.37762
2018-05-08 15:18:00	863033069630348461	1.00000	9.78294	12.32081	10.68839	8.40068	11.10359	43.65579	48.64821	85.19296	68.98835	8.79603
2018-05-08 15:19:00	8630330696303482287	1.00000	14.38441	11.77888	9.49137	6.82536	9.62361	27.98281	55.21025	72.23191	9.60319	34.09665
2018-05-08 15:20:00	863033069630348651	0.00000	9.60656	13.42491	11.97975	9.62586	9.84188	27.94002	61.86652	85.16164	67.80448	1.17361
2018-05-08 15:21:00	359043379931766262	0.00000	8.55855	9.45780	11.20731	9.33522	12.92306	65.61815	23.79877	76.59961	13.57335	26.14162
2018-05-08 15:22:00	3590433799317662295	0.00000	10.72631	14.67804	15.48205	9.26297	13.59016	55.36168	62.88631	52.74424	29.12528	93.34784
2018-05-08 15:23:00	359043379931766700	0.00000	8.36433	11.05480	13.68282	8.57836	11.87854	45.09267	52.91782	28.01273	92.19587	23.98804
2018-05-08 15:24:00	3590433799317661933	1.00000	8.35576	14.56594	11.37954	12.89831	9.46665	38.47399	45.34561	63.68308	15.51187	33.78610
2018-05-08 15:25:00	863033069630348917	0.00000	11.02135	10.97063	15.62972	11.85747	8.87358	31.25574	54.07891	93.68453	26.41226	94.70493
2018-05-08 15:26:00	359043379931766213	1.00000	10.96203	7.59882	12.80452	8.90827	7.51809	53.27434	39.50855	26.78549	36.35678	70.91774
2018-05-08 15:27:00	8630330696303481131	1.00000	13.04424	12.63052	15.17566	13.11562	8.77518	33.22761	53.58820	98.52433	97.06757	17.90640
2018-05-08 15:28:00	863033069630348107	0.00000	9.70034	13.90964	11.83279	10.69929	15.38193	44.79315	70.82573	63.66227	9.49661	93.69796
2018-05-08 15:29:00	8630330696303482337	1.00000	16.26178	11.19760	9.00134	11.00971	9.71731	52.02929	45.90388	4.80029	46.24559	75.22330
2018-05-08 15:30:00	8630330696303481586	1.00000	11.36538	13.39389	9.87733	9.48134	10.74899	24.45312	52.91781	15.42005	15.13348	86.86850
2018-05-08 15:31:00	8630330696303481396	1.00000	13.18339	8.16834	9.99699	9.36642	8.34406	47.36530	46.66102	23.67259	36.23983	17.96935
2018-05-08 15:32:00	863033069630348081	1.00000	13.11131	14.09046	12.92968	10.84965	11.21077	44.56357	41.09155	46.32792	75.99797	47.06390
2018-05-08 15:33:00	8630330696303481396	0.00000	8.17903	13.73541	13.27962	10.97157	12.16233	45.72043	41.88924	63.88473	24.99497	90.02312
2018-05-08 15:34:00	359043379931766973	1.00000	11.28330	13.20111	8.35998	11.93247	10.38866	40.85007	43.78503	45.47013	10.15197	68.61961
