ts	imei	mwra	p.android.externalstorage	p.system	p.android.packageinstaller	p.android.settings	p.android.chrome	p.android.gm	p.android.documentsui	p.process.gapps	p.gms.persistent	p.notifier	p.olauncher	p.dogalize	p.android.gms	p.simulator	p.katana	p.inputmethod.latin	p.browser.provider	p.android.defcontainer	p.android.vending	p.google
2018-05-06 14:31:00	359043379931766312	1.00000	8.11800	12.08517	11.67307	10.95063	6.48307	7.90234	7.06502	0.00057	38.07591	50.73620	54.09194	30.54689	29.87164	81.12489	15.75687	24.07319	91.29720	0.43092	51.52076	13.47721
2018-05-06 14:32:00	8630330696303481446	1.00000	9.73811	14.03578	13.77891	9.08130	12.19567	12.90733	7.97702	0.01917	32.93974	43.28686	63.59385	49.52317	67.39234	23.78778	60.96147	42.68143	63.27041	39.08439	28.59160	92.98433
2018-05-06 14:33:00	3590433799317661883	0.00000	10.15837	12.73940	14.83844	5.58376	9.29560	14.60131	8.46148	0.00089	43.08213	61.18058	55.87100	96.51351	14.91379	93.51249	33.01361	82.56981	64.84202	43.98607	62.83300	26.00762
2018-05-06 14:34:00	8630330696303481214	1.00000	8.57168	9.44896	11.14254	13.98038	8.52093	9.91085	8.07939	0.10919	45.87028	74.74779	55.83567	4.81248	87.77551	77.97286	5.99623	18.37380	90.42794	0.72409	99.35071	36.25796
2018-05-06 14:35:00	3590433799317662022	1.00000	10.76845	10.42867	12.11998	14.08436	8.75947	7.36252	8.12798	0.02292	64.91787	48.79009	66.31560	70.80009	43.71764	94.57614	14.70324	24.01651	71.02708	93.90266	79.73910	27.98753
2018-05-06 14:36:00	359043379931766452	0.00000	12.53689	11.49508	7.95587	9.37727	5.54793	11.22669	11.71027	0.00012	38.35525	62.78954	46.48967	6.60081	60.47285	45.37059	62.72673	21.63769	8.61898	43.12449	76.09260	97.50236
2018-05-06 14:37:00	3590433799317662410	1.00000	14.16255	7.25679	9.31551	10.87366	12.98692	6.07384	7.73129	0.02940	41.20231	59.13813	48.85568	47.14294	5.08740	96.49733	58.79348	70.30540	14.43769	40.64636	21.39533	44.50618
2018-05-06 14:38:00	3590433799317662428	1.00000	11.85271	10.29889	11.62408	12.02069	7.60977	7.29595	6.12088	0.00501	40.75591	57.20860	52.70882	46.50776	84.60446	52.31741	92.16118	38.67246	11.48552	14.38232	3.55267	49.37995
2018-05-06 14:39:00	3590433799317661677	1.00000	12.18608	12.31050	6.80036	10.97855	12.88462	7.10382	8.07720	0.85783	41.20573	71.23144	65.48660	77.85204	48.97969	12.22946	42.48738	31.03747	36.52484	20.65132	91.91082	76.79201
2018-05-06 14:40:00	8630330696303481156	1.00000	14.86812	8.70754	13.03930	11.07349	8.62468	10.40000	6.82414	0.00965	73.58614	32.08683	41.03151	2.46086	39.00274	41.78283	18.37934	27.80557	60.35869	36.90100	38.39576	60.36746
2018-05-06 14:41:00	8630330696303481388	1.00000	11.56260	10.05407	10.71182	10.79848	12.76173	8.13829	6.70790	0.37743	31.56090	52.58652	38.21832	32.20914	35.70251	91.94089	60.11287	89.71007	79.25921	67.47599	92.72071	33.99364
2018-05-06 14:42:00	8630330696303481966	1.00000	14.98765	12.06716	6.49242	7.27534	11.41473	4.46687	6.78660	0.03524	52.05836	52.18725	48.95571	53.26465	42.27780	14.79401	62.42182	72.55182	97.16342	77.64339	99.62420	54.35168
2018-05-06 14:43:00	863033069630348107	1.00000	15.02711	8.79592	11.29501	13.30682	11.15923	5.60952	6.51540	0.14793	35.22460	20.89250	54.04785	61.24107	31.50339	11.60317	88.34810	36.81931	33.57636	79.61028	30.58594	73.02718
2018-05-06 14:44:00	8630330696303481263	1.00000	15.50024	10.04913	10.42534	7.16890	12.96954	10.29100	7.11011	0.00653	40.55868	29.65319	41.23607	4.43862	68.62710	83.23570	72.48621	94.74771	89.03286	60.33354	45.68070	43.94909
2018-05-06 14:45:00	359043379931766387	1.00000	14.51879	15.15093	10.40932	6.14413	11.54658	10.94672	10.50160	0.05899	54.27878	54.80085	44.72261	91.15600	69.48179	40.29595	50.73901	60.56239	92.99353	47.95404	57.94348	55.27188
2018-05-06 14:46:00	3590433799317661370	0.00000	11.81092	12.61729	7.42068	8.91727	8.70789	11.34205	10.39692	0.00097	73.01895	49.22569	50.64476	60.73053	65.23556	3.66789	38.34309	14.60245	40.66903	55.56212	53.57508	81.74867
2018-05-06 14:47:00	863033069630348008	1.00000	14.09712	12.80293	8.81815	9.34817	13.91440	10.22120	6.09456	1.02730	42.23941	77.30544	58.56017	87.67262	3.47736	82.36167	50.62860	92.48285	35.82085	19.94057	92.60599	41.09432
2018-05-06 14:48:00	863033069630348974	1.00000	14.08507	11.35322	10.47600	9.47036	12.10554	8.91042	9.64137	0.01126	57.44241	49.86807	47.16141	43.07459	91.27669	41.21430	6.69199	49.00661	94.31442	2.23391	54.40443	95.50455
2018-05-06 14:49:00	8630330696303481545	1.00000	12.02644	8.03305	10.61113	13.66786	8.45004	10.80854	9.66647	0.01621	39.61257	37.57448	36.31218	21.03300	90.87041	43.67422	58.63524	98.14865	41.30036	68.76714	29.58766	79.00756
2018-05-06 14:50:00	8630330696303481388	1.00000	13.51895	8.64063	13.76574	11.08533	9.62991	10.33294	10.47775	0.01569	41.28415	64.60824	30.99983	96.70245	88.03237	68.38544	7.17506	56.51474	81.00471	45.13005	6.34819	8.14081
2018-05-06 14:51:00	863033069630348222	0.00000	5.59817	17.06082	12.96988	11.31167	9.17521	15.35724	8.99443	0.00819	53.93350	43.18050	53.40590	23.82654	41.54024	39.50050	78.43742	57.51450	19.26980	16.33306	62.08017	7.30533
2018-05-06 14:52:00	3590433799317662006	1.00000	12.45187	9.89673	11.66678	11.35211	7.33496	10.37869	5.26219	0.00502	44.52001	41.61708	47.99442	43.28674	34.86899	1.13684	82.78377	1.91590	44.42156	4.53558	47.94008	97.26868
2018-05-06 14:53:00	359043379931766379	0.00000	10.03527	14.20127	12.24361	2.97016	11.03060	10.96927	6.59645	0.00663	48.03729	72.43299	36.45366	67.86271	76.24376	18.20821	87.23717	81.75019	27.87843	18.57168	62.96930	58.52039
2018-05-06 14:54:00	359043379931766981	1.00000	13.31128	11.31921	8.46714	9.48574	13.93368	7.69845	7.08150	1.03044	38.92545	61.71487	55.28804	67.30558	54.22645	47.27524	88.59013	63.41446	75.81776	90.91942	76.61258	86.23873
2018-05-06 14:55:00	359043379931766023	0.00000	7.85742	13.14843	7.57119	11.60433	4.15299	12.51510	10.10235	0.00013	65.21403	59.45614	68.78361	6.20240	41.74782	30.99930	92.55143	44.20191	85.10675	13.44455	65.62538	35.65880
2018-05-06 14:56:00	3590433799317661438	0.00000	11.03803	9.20170	12.13816	10.19229	8.06825	9.28510	10.68434	0.00063	56.55859	53.06702	61.18119	98.30106	50.32198	52.10909	19.39838	51.87785	2.16733	96.78410	13.41796	69.00411
2018-05-06 14:57:00	359043379931766023	1.00000	11.57980	9.47748	10.62327	10.93131	8.86126	8.79207	6.40588	0.00906	28.86383	69.48501	65.30315	9.29582	15.25764	61.16675	85.58516	46.70924	83.52546	14.12787	71.13312	41.03121
2018-05-06 14:58:00	3590433799317661040	1.00000	13.69835	11.23075	9.47684	7.01999	10.53098	8.33526	9.78091	0.00052	50.40862	48.45888	41.63241	80.10781	99.28239	92.25500	26.56570	82.35785	69.77730	4.31322	65.19598	70.92520
2018-05-06 14:59:00	359043379931766247	1.00000	10.72672	9.58304	15.27356	14.03074	7.29041	11.79955	8.96554	0.06622	63.43115	41.12416	41.13403	76.27860	8.36221	45.43786	6.56041	64.21516	12.32728	65.08053	45.73394	86.18295
2018-05-06 15:00:00	3590433799317661693	1.00000	14.85548	11.96607	7.52033	8.37041	12.16553	6.95729	7.20098	0.01571	48.18516	62.22072	44.80237	9.54919	74.65579	35.86239	58.41056	83.13051	47.37896	84.33345	13.55398	60.01328
2018-05-06 15:01:00	359043379931766775	0.00000	6.48393	13.92660	12.69945	8.72991	7.56511	13.89428	8.64767	0.00158	39.07539	51.91590	67.35355	61.07872	66.31145	73.19426	5.96149	27.50146	7.20758	13.71086	99.61220	13.88003
2018-05-06 15:02:00	8630330696303481289	0.00000	13.22045	16.00525	8.28853	9.85374	5.91794	15.87347	15.06298	0.00037	42.10937	87.40573	61.35879	17.50229	35.12504	34.45455	73.46800	18.74501	17.02430	15.84567	18.98544	30.70557
2018-05-06 15:03:00	8630330696303481115	1.00000	17.09734	11.33954	8.70204	7.88837	11.42297	4.64865	7.46755	0.19352	26.72342	44.78162	58.47532	0.44026	19.38212	9.03667	80.64487	66.05943	57.90970	30.77637	36.20837	74.83735
2018-05-06 15:04:00	359043379931766064	1.00000	13.23621	10.04458	13.86284	11.26089	6.48782	3.40595	9.95019	0.00146	40.57784	35.95696	43.59232	0.00779	44.55986	20.31042	42.65200	29.85460	45.48050	39.19368	82.88390	9.48177
2018-05-06 15:05:00	3590433799317661925	1.00000	9.09132	11.05679	10.19230	7.50022	13.96059	10.19079	10.72648	0.01356	32.25029	73.51289	52.65603	70.10480	27.25606	8.40568	35.76702	12.61988	57.10011	97.80650	71.01220	14.11274
2018-05-06 15:06:00	863033069630348537	1.00000	8.66461	9.43953	12.27662	15.33507	8.79167	9.22534	9.92298	1.09733	51.65091	59.74928	47.10752	11.76998	89.18405	52.93945	20.95980	92.41811	93.09159	41.58224	37.65531	31.97796
2018-05-06 15:07:00	3590433799317661081	1.00000	12.75910	9.66277	14.90897	12.45930	9.77420	13.22973	10.09130	0.06766	66.18386	36.89641	46.35238	52.40032	69.86079	33.45270	18.66064	36.21295	29.48061	42.17554	55.72324	56.57718
2018-05-06 15:08:00	863033069630348040	1.00000	11.34086	9.35080	12.21311	11.61677	4.44521	9.51522	7.98668	0.00377	82.32446	54.79882	58.32914	83.28287	68.63370	92.44232	40.54070	30.03229	1.85504	3.17361	24.49877	6.53950
2018-05-06 15:09:00	3590433799317661008	1.00000	13.39736	13.02996	7.79197	8.09179	12.94036	10.44703	9.26684	0.00153	49.75457	53.23193	49.26654	51.47433	70.25963	86.91803	47.20869	87.54941	31.88759	24.30958	39.03961	26.92326
2018-05-06 15:10:00	3590433799317661917	1.00000	13.40535	13.65562	11.96044	7.09412	8.37326	8.26530	11.06411	0.00351	39.94751	82.79676	60.24223	93.34099	74.90299	10.37398	13.03130	83.55662	62.33421	85.52289	79.18572	34.57806
2018-05-06 15:11:00	3590433799317662329	1.00000	12.85018	11.77428	9.37882	8.81391	10.54778	7.43764	7.39561	0.03551	37.40634	46.71417	39.01943	96.22070	35.72838	74.88203	97.22731	19.03629	42.77178	51.74430	46.44685	30.20699
2018-05-06 15:12:00	8630330696303481503	0.00000	7.15164	15.58540	10.86002	12.29261	8.35581	9.62185	7.96849	0.00020	33.42280	62.79307	64.19871	59.00061	77.13833	38.71705	43.72108	6.26147	62.29853	30.00061	52.59114	84.63788
2018-05-06 15:13:00	3590433799317662162	1.00000	11.44100	12.02330	6.23835	10.77665	13.13167	6.69534	7.37862	0.86866	61.74431	57.23043	32.42174	97.21333	27.64366	86.57951	13.42265	81.74529	11.03248	25.75377	33.24964	71.96638
2018-05-06 15:14:00	8630330696303482113	0.00000	11.67265	10.28311	8.93306	10.49978	9.18139	10.91826	11.70783	0.00026	50.57861	37.95185	62.12483	77.05811	91.64154	90.33621	69.10836	73.11598	39.86129	25.35248	20.46642	90.52583
2018-05-06 15:15:00	8630330696303481396	1.00000	12.22820	8.34712	10.71868	12.50188	9.25357	4.46865	9.82790	0.03083	64.92683	64.04031	51.77642	83.37352	44.30322	92.19517	71.23821	60.24759	28.31546	48.68369	40.41031	97.48365
2018-05-06 15:16:00	359043379931766023	1.00000	15.24284	11.15793	6.22754	7.04589	14.59433	6.16459	9.01842	0.01499	32.39353	76.19316	42.57579	45.28014	49.48695	21.99544	58.89068	1.37509	2.36519	85.04172	53.07496	18.13109
2018-05-06 15:17:00	8630330696303481594	0.00000	9.47226	14.40206	6.29527	10.26646	13.30616	6.77920	7.50558	0.66822	70.81978	39.72658	51.78011	46.30098	55.30883	79.05224	39.50230	28.22129	60.40645	61.03316	66.00957	47.46878
2018-05-06 15:18:00	359043379931766999	1.00000	13.02577	12.69472	12.19382	9.57928	9.65661	12.07601	12.11788	0.00071	44.84234	56.80442	65.14415	67.78534	20.40309	30.28642	44.29094	18.62845	85.53824	20.19588	50.23592	28.97428
2018-05-06 15:19:00	8630330696303481974	0.00000	8.45348	11.67972	13.55271	11.95141	6.38164	11.93418	9.31673	0.00023	60.60891	66.00057	47.29638	61.95525	23.80629	44.92967	56.18796	71.39685	7.43422	83.23344	96.45151	30.10813
2018-05-06 15:20:00	3590433799317661024	1.00000	16.30014	14.83872	5.92298	6.58738	11.89068	6.25306	8.85942	0.40738	33.93268	38.08578	60.40942	60.80541	26.00266	81.67981	89.06932	31.99097	3.77025	70.12077	25.22713	74.23381
2018-05-06 15:21:00	8630330696303481487	1.00000	13.57126	12.09378	12.87128	11.77960	8.63997	4.19043	7.00031	0.00380	44.52422	69.75918	54.83045	24.73497	42.77635	96.61897	17.93088	62.59647	61.96706	95.92492	59.42308	23.44296
2018-05-06 15:22:00	3590433799317661990	1.00000	13.61871	7.84695	9.99553	12.67472	9.82261	12.15765	4.04135	0.25061	52.57017	41.87204	45.47949	58.18715	64.66136	21.04000	60.19798	55.60006	26.97241	47.55676	69.11973	6.49839
2018-05-06 15:23:00	8630330696303481560	1.00000	13.49437	7.96049	13.95459	12.77838	7.69287	6.59677	10.13943	0.00305	49.93509	67.06295	29.67175	59.07282	0.83093	19.70968	73.21103	25.84567	9.36541	71.40671	87.16333	99.36665
2018-05-06 15:24:00	359043379931766239	1.00000	15.11495	11.42806	7.11284	8.54337	13.48045	8.72008	8.98797	0.00665	66.96357	55.13376	68.03495	74.39463	26.94158	86.12082	97.00765	27.98113	32.89611	89.51598	84.55943	54.63188
2018-05-06 15:25:00	3590433799317661933	0.00000	6.18639	12.36111	12.48328	11.07568	7.02470	11.34709	8.48626	0.00039	22.41295	45.65336	68.61654	91.50754	32.59824	8.23407	69.79398	24.78596	54.00095	47.70991	96.83572	25.26670
2018-05-06 15:26:00	3590433799317661834	0.00000	8.63101	10.98310	11.13437	10.42972	8.79357	10.95915	8.16007	0.00026	70.19507	51.27335	55.38330	11.97664	68.71716	89.28643	49.60366	99.23036	32.22179	86.89614	57.34876	7.94117
2018-05-06 15:27:00	863033069630348875	1.00000	14.39278	9.21065	12.72046	10.76700	10.37114	9.35304	8.05269	0.11472	77.28450	62.33459	41.55265	34.48167	28.13023	95.19793	27.44650	86.41424	4.66081	58.74539	33.02008	13.01163
2018-05-06 15:28:00	3590433799317662113	1.00000	10.84448	10.23774	12.80069	14.18424	5.82733	7.01840	6.83741	0.10944	62.24336	41.36919	46.34692	9.77361	3.03703	63.29111	53.63837	85.19523	29.97730	48.34301	34.56619	76.75681
2018-05-06 15:29:00	359043379931766759	1.00000	14.63895	7.87714	11.94686	12.92781	9.09918	7.31371	7.86524	0.02991	28.32900	41.42511	25.92765	53.23139	22.82411	10.71800	46.85887	75.66292	9.15977	81.80908	53.23565	8.17528
2018-05-06 15:30:00	359043379931766064	1.00000	10.38707	11.28104	8.44776	8.24903	13.50365	8.42629	8.12852	0.02982	59.01718	64.48267	56.46600	18.32247	42.02186	24.62195	6.15380	12.59202	75.40928	13.13364	5.99332	64.28729
2018-05-06 15:31:00	8630330696303481255	1.00000	9.52664	14.73456	7.05801	9.21109	12.92742	13.96640	12.57930	0.00167	57.27643	64.08148	30.15201	11.98424	21.04467	38.48759	20.42687	90.18586	52.41701	18.69952	50.82175	22.67993
2018-05-06 15:32:00	8630330696303482196	1.00000	10.14566	7.16297	10.82251	13.38003	8.82811	7.62922	10.31609	0.00372	58.61062	42.10908	46.26436	41.31329	14.23828	81.94692	44.62486	1.21907	6.67464	29.54388	75.81731	88.36983
2018-05-06 15:33:00	359043379931766338	1.00000	14.54930	11.94547	7.84024	6.46702	11.83049	7.56397	10.01836	0.00538	45.92062	45.81584	64.13578	33.45068	8.61760	34.55729	4.35776	50.79187	24.07541	92.27113	66.53854	80.81466
2018-05-06 15:34:00	3590433799317662121	1.00000	14.42206	8.29307	8.05057	7.84443	15.92119	5.97269	4.99790	0.19798	66.23219	45.33113	49.60231	7.30005	6.62014	61.68174	55.23998	88.48941	76.42237	49.12561	9.19900	23.93465
2018-05-06 15:35:00	863033069630348453	0.00000	14.18873	11.86681	8.27082	8.75741	7.38680	13.43533	14.91483	0.00063	76.77581	42.89360	50.52681	37.43769	28.35460	45.50862	75.53827	77.13762	9.63969	45.93878	44.79110	89.61052
2018-05-06 15:36:00	8630330696303481248	1.00000	16.52934	10.32787	9.85230	10.87613	12.06801	7.90200	6.09063	0.01422	44.79390	65.87591	62.73255	63.65550	24.05463	6.43787	57.77123	47.09381	78.25461	42.91705	50.69887	14.81761
2018-05-06 15:37:00	863033069630348339	0.00000	13.53132	10.34591	8.24497	7.54236	12.05918	12.57654	12.74220	0.00026	66.80954	60.12864	33.74393	45.79754	19.76245	82.76732	93.91900	11.82835	39.14946	32.19268	63.74458	83.69300
2018-05-06 15:38:00	3590433799317661578	1.00000	12.86530	12.74882	9.09984	9.50337	10.65247	8.30011	9.36850	0.00572	50.77422	70.66786	59.13431	45.85748	63.66664	77.58445	61.94332	6.12775	25.61435	28.57655	35.73864	85.66256
2018-05-06 15:39:00	8630330696303481610	1.00000	12.45240	7.85903	12.85657	10.89121	8.65771	6.58635	10.45918	0.00237	32.63571	52.75496	58.65977	76.89196	62.51811	27.71980	71.87630	55.91145	6.63094	99.86406	12.98753	49.40386
2018-05-06 15:40:00	8630330696303482394	0.00000	13.35394	12.00001	4.74954	6.59150	9.91023	13.49017	12.09078	0.00060	45.37309	52.03039	50.18134	29.85456	62.62691	86.26901	99.17218	80.17816	88.04592	35.68102	38.73235	84.72094
2018-05-06 15:41:00	359043379931766338	0.00000	9.10712	13.07998	14.48590	9.27964	7.29442	14.55427	7.89975	0.00015	48.92323	39.92387	74.55493	36.24132	92.26198	28.86377	6.63014	45.50879	35.01979	4.19247	99.47065	80.08082
2018-05-06 15:42:00	863033069630348743	1.00000	12.04773	10.68895	10.75701	13.40233	7.04471	4.05158	7.50558	0.03448	70.35515	73.64583	42.22532	53.75971	87.29994	79.20693	38.58820	71.75498	46.22522	10.86269	53.77168	69.74981
2018-05-06 15:43:00	3590433799317661776	1.00000	12.21463	8.86188	11.29856	12.19057	12.78571	7.57514	7.52372	0.08192	58.19917	35.09770	59.18830	14.74260	69.23149	14.53486	25.37971	58.73665	5.85016	4.64300	9.24380	54.51931
2018-05-06 15:44:00	3590433799317661420	1.00000	12.62595	12.08084	5.49093	7.00349	13.66507	7.65260	6.74463	0.00947	58.53524	47.76554	43.13881	83.02476	4.95687	86.38300	52.48533	6.63156	84.74902	3.48103	46.53970	94.58091
2018-05-06 15:45:00	8630330696303481909	1.00000	12.04106	9.87331	13.37620	11.69264	4.88334	7.10694	9.69703	0.00427	30.87763	47.00021	70.41961	4.11112	51.88460	55.38857	54.93107	55.48979	79.81824	69.14738	26.68067	77.01562
2018-05-06 15:46:00	863033069630348909	0.00000	8.08709	13.26041	9.80707	9.54428	9.50490	10.15729	10.39822	0.00139	59.55099	54.33597	55.37908	31.05914	79.67161	89.05400	6.84152	62.22408	33.21938	52.54427	11.46197	96.82150
2018-05-06 15:47:00	3590433799317661651	0.00000	8.06252	11.69182	17.30638	7.01011	9.95409	14.50797	9.81055	0.00044	58.64700	72.83344	41.69205	6.32134	30.78526	59.90311	32.89164	39.74031	85.69058	80.60106	2.25856	28.04967
2018-05-06 15:48:00	359043379931766189	1.00000	14.55133	12.16765	9.98357	6.92177	11.84580	9.63529	8.68905	0.00756	47.20312	70.85490	74.26474	92.43554	59.58185	70.91103	27.96903	75.24538	11.69818	10.84154	42.04999	72.22367
2018-05-06 15:49:00	8630330696303482444	0.00000	12.88891	11.90060	6.83254	6.64195	10.58547	15.10281	15.04237	0.00189	60.40677	92.93277	44.43889	30.28610	53.29667	73.63317	72.29814	0.90869	43.36682	76.09430	68.99833	28.83487
2018-05-06 15:50:00	8630330696303481933	0.00000	5.83731	14.20229	15.72638	11.93108	6.26703	12.85911	6.71888	0.00030	64.88172	62.61243	51.45674	5.95019	12.03582	8.90213	91.32797	43.09052	80.69052	52.83412	95.45043	26.46927
2018-05-06 15:51:00	8630330696303481628	1.00000	11.96109	9.82739	10.78386	14.08084	8.20393	8.41415	9.38012	0.13269	71.28478	38.27701	67.69883	3.45219	36.26658	39.39142	39.60757	83.18289	65.67220	74.35021	48.42848	42.40109
2018-05-06 15:52:00	3590433799317661263	1.00000	15.99295	7.26753	12.08105	9.16032	12.08159	10.31175	9.01984	0.00627	41.71559	41.20958	76.42688	42.45206	37.72571	12.22910	94.92260	1.87371	21.84935	61.34386	51.04381	64.21649
2018-05-06 15:53:00	8630330696303481115	1.00000	14.93493	13.42080	9.87652	8.83318	11.98462	10.38149	7.64582	0.02869	54.77349	48.52810	66.25888	2.57753	9.10789	8.96869	28.22405	24.54132	68.49629	12.58196	67.56352	39.47075
2018-05-06 15:54:00	8630330696303481065	0.00000	8.99681	11.02481	10.65109	8.12359	9.32578	8.72294	8.45162	0.00032	39.92655	54.32810	75.02618	4.32522	0.99034	92.61079	97.33244	21.09568	22.34917	97.14720	68.87931	35.22777
2018-05-06 15:55:00	3590433799317661552	0.00000	13.47225	14.95893	9.30844	11.93793	7.27552	13.36855	13.45576	0.00178	57.81162	37.96132	42.27880	59.12037	66.42175	35.16581	51.00134	0.94861	3.63208	65.09925	39.59284	81.77493
2018-05-06 15:56:00	3590433799317661057	1.00000	12.05073	7.64462	11.64610	13.04454	8.33236	8.49092	9.35090	0.10277	35.58212	69.91568	45.13967	94.93056	36.07124	27.20458	0.23402	26.56746	10.80573	37.49262	85.11699	29.39087
2018-05-06 15:57:00	863033069630348230	0.00000	11.16611	10.05997	11.82543	14.20303	5.93205	10.88492	8.15771	0.04876	53.02224	45.52828	49.32423	47.67709	95.08189	1.32585	83.02260	8.78273	72.08051	15.29667	19.74799	55.86967
2018-05-06 15:58:00	863033069630348693	1.00000	12.79990	15.44348	10.06333	8.33616	11.46398	9.58868	8.37302	0.49022	56.02648	68.87100	54.81321	95.28880	53.67802	39.16233	20.90175	78.84883	84.05056	58.53873	35.30988	17.30037
2018-05-06 15:59:00	3590433799317661099	1.00000	11.70055	9.63271	13.43010	13.49521	7.93362	5.29023	7.12319	0.01151	52.44897	58.92948	44.66166	25.32129	87.23450	97.41924	57.51382	28.67113	59.65436	37.44319	85.31333	90.61070
2018-05-06 16:00:00	3590433799317662030	0.00000	6.61507	12.41998	12.77070	11.84537	7.30734	13.34476	10.83188	0.00021	55.71674	52.74136	30.84604	40.29519	72.51998	77.41255	93.86806	27.84745	60.94984	24.44473	79.17269	70.36817
2018-05-06 16:01:00	863033069630348172	1.00000	14.44163	11.91612	14.65953	13.26782	9.16003	10.26363	8.22766	0.02495	46.21307	58.86603	52.05727	21.54095	84.19204	3.44155	38.42544	90.57815	33.88594	51.34797	23.62682	42.06099
2018-05-06 16:02:00	8630330696303482279	1.00000	15.91880	7.56619	16.17022	10.62720	10.25901	9.71198	10.73733	0.00257	30.78919	73.70603	57.46280	96.39555	40.63575	8.52439	78.51941	76.99827	60.42529	4.67720	0.02930	37.60123
2018-05-06 16:03:00	8630330696303481586	1.00000	12.98879	5.95472	13.23930	11.65548	10.16080	5.83144	10.49555	0.05154	54.20610	44.71486	54.83646	69.64758	75.83611	70.21976	48.79685	73.79043	90.70894	16.97901	74.25661	88.62296
2018-05-06 16:04:00	359043379931766510	1.00000	11.94689	12.49791	8.69581	9.32924	13.38961	10.24773	9.90167	0.02057	50.70255	64.52780	34.97462	71.90685	27.95638	43.35900	68.01068	41.06075	94.46686	81.40514	63.45025	20.74310
2018-05-06 16:05:00	8630330696303481347	1.00000	17.68325	11.30433	9.84265	8.93334	10.88215	4.73695	8.06333	0.13839	54.01780	60.28730	19.61889	3.55932	28.48855	32.88824	2.28049	19.31668	29.30905	54.91545	48.28942	88.65157
2018-05-06 16:06:00	8630330696303481651	0.00000	8.82924	10.67067	13.76468	7.51031	8.57693	9.71701	6.93939	0.00331	43.30333	62.35225	62.79424	5.97424	10.90052	64.04619	14.00909	78.87558	60.31124	89.11008	46.41420	10.20768
2018-05-06 16:07:00	8630330696303482303	0.00000	11.80401	11.89549	11.16017	6.62832	8.09798	10.82982	13.72166	0.00041	36.54224	59.66853	69.15038	76.90472	25.28377	72.00473	6.47276	95.34440	47.53091	29.06288	62.02246	53.81174
2018-05-06 16:08:00	3590433799317661354	0.00000	11.42515	9.74378	6.91779	8.94738	10.21034	10.51496	10.37550	0.00243	47.62096	21.23200	65.55213	92.05017	71.20143	16.18675	14.37486	32.51638	33.31138	72.18776	18.40509	83.52336
2018-05-06 16:09:00	863033069630348271	0.00000	12.85045	14.54374	7.91813	7.70927	8.03882	11.88230	12.93084	0.00092	51.69328	54.79804	54.49916	38.89875	73.54568	85.67632	99.58684	35.36179	86.52204	41.67429	48.22297	34.70093
2018-05-06 16:10:00	359043379931766627	0.00000	8.84245	13.79636	10.70835	7.65715	11.13849	11.77604	10.94441	0.02749	66.70634	35.59966	52.69158	95.22592	55.16272	61.21208	51.21995	59.27967	22.16506	35.66783	6.35978	73.56982
2018-05-06 16:11:00	3590433799317662030	1.00000	12.26376	11.12170	8.16426	9.02701	12.65950	7.92632	10.53269	0.00431	40.64036	29.82290	80.07599	98.41308	83.59857	53.38243	77.43926	9.64686	20.17311	65.15756	20.01045	55.11199
2018-05-06 16:12:00	8630330696303482337	1.00000	12.17612	12.58591	4.67491	6.89969	7.24961	12.77910	12.71786	0.00118	50.37075	39.80348	49.77540	37.55559	44.07707	72.72898	84.83612	57.84835	33.75550	4.46769	86.15740	39.35632
2018-05-06 16:13:00	359043379931766270	0.00000	11.92497	10.63939	11.18440	6.72238	12.06224	11.16066	13.88848	0.00041	37.04116	64.71151	55.43805	41.75132	26.33955	60.89998	56.16254	98.69851	25.26619	91.01740	86.95393	44.78521
2018-05-06 16:14:00	359043379931766866	0.00000	10.56931	10.55415	9.81422	7.67152	8.19912	14.03615	8.16437	0.00717	48.99253	29.75986	60.06169	75.97763	96.45504	4.68066	85.66571	11.01623	49.90781	79.18262	30.24157	70.04101
2018-05-06 16:15:00	863033069630348107	1.00000	10.86634	9.30886	10.51866	12.21555	9.51040	10.19593	7.04112	0.02112	39.37098	32.29374	50.39254	45.79507	17.49354	58.43282	73.21497	88.94659	17.02679	56.78471	72.57553	53.74532
2018-05-06 16:16:00	3590433799317661008	1.00000	13.19814	14.76158	11.06010	10.16424	9.90850	10.73620	11.73055	0.00419	53.13844	55.92653	42.86927	91.28212	27.90578	6.04106	23.92054	54.30404	57.41277	99.84937	69.09021	19.43434
2018-05-06 16:17:00	3590433799317661909	1.00000	13.67495	13.10752	7.11810	6.58592	13.63484	7.36934	9.38465	0.23091	43.42701	33.66769	51.03181	81.43401	30.26768	56.05868	4.28920	15.97156	58.02324	39.35879	44.23365	95.44340
2018-05-06 16:18:00	863033069630348958	1.00000	11.92470	14.44808	9.03237	7.65291	9.78635	9.28186	11.12879	0.00400	58.42864	73.34004	42.20583	30.52234	65.71058	24.76593	47.14733	75.71240	40.55432	58.12332	88.06787	14.54581
2018-05-06 16:19:00	3590433799317661933	0.00000	12.49249	10.41393	6.67316	6.00694	8.89562	12.64682	12.67544	0.00026	38.32706	61.14018	47.59597	78.73989	13.14390	69.22299	22.89771	79.79129	76.45934	4.06144	4.42073	37.24847
2018-05-06 16:20:00	3590433799317661461	0.00000	15.26405	12.54910	11.23832	12.35559	11.26958	9.98664	12.11678	0.00011	35.33582	51.27439	38.20442	59.22018	97.21501	70.86280	91.55151	21.02578	40.23338	72.95326	26.79732	71.02837
