p.android.gm,p.android.documentsui,p.system,p.android.externalstorage,p.android.settings,p.android.chrome,c.katana,c.dogalize,c.android.chrome
13.16917,7.75767,9.97054,12.03869,11.44098,6.84411,7.97508,7.15325,10.7324
7.28389,7.37633,13.51751,15.21226,7.59145,12.37118,9.33038,14.68455,11.90153
9.64481,11.14487,6.45933,11.80517,10.6698,11.78074,9.31744,10.57867,11.21514
13.18943,14.38178,11.04225,15.19528,8.69012,6.90189,12.77025,13.38849,5.36707
9.26876,8.54501,11.95127,11.37655,10.2124,13.82903,7.84118,10.24357,14.47888
11.96587,9.77914,11.49526,7.71754,8.37565,6.63847,11.56917,12.18662,7.85698
9.64437,10.39573,12.37632,9.93335,10.59946,11.72216,9.86336,12.33017,13.44957
9.7621,9.00895,13.72047,12.79405,8.95641,11.60245,8.17184,12.74569,13.99775
8.29927,7.12677,9.34635,11.20877,10.02282,15.6859,9.75253,9.18743,14.05633
10.63015,10.60799,12.71677,10.4818,8.72028,4.85463,11.43021,13.75067,9.80149
12.39484,6.9999,14.28554,5.87432,12.78733,6.15556,9.38665,13.11295,8.35612
4.13945,8.09796,11.7616,17.31064,6.10229,9.97231,7.96576,15.1777,7.55406
6.76755,6.59689,13.60344,13.31018,9.52737,11.61027,6.20839,14.64847,13.53023
13.66189,9.05115,6.19292,16.30245,7.7555,12.18896,8.52765,8.58392,10.80082
9.63481,9.04899,7.01073,14.49405,10.37622,8.694,11.72925,10.0036,8.79844
6.99016,6.42934,6.51265,14.51788,11.62782,12.76445,10.83002,8.19088,16.02319
8.38104,11.83718,12.00658,11.02253,8.88615,12.73121,8.96071,11.55109,9.34928
10.3626,7.95388,7.69014,12.58172,13.00616,8.6094,9.63664,6.017,13.76432
14.96394,10.66656,14.17551,8.80922,8.92579,8.35189,9.60514,13.6341,6.22888
7.52121,8.62251,12.3658,16.02245,8.04937,14.13583,6.49549,13.43463,11.76046
6.90836,8.60729,9.13892,11.91596,12.81761,9.43538,7.99189,9.27713,13.39992
9.65851,4.77189,9.00916,15.55612,11.98394,10.70179,6.40957,7.05841,13.54056
9.87892,8.21655,13.02788,8.27538,11.18669,10.92956,13.00977,13.03222,12.09375
13.00323,9.3255,11.9355,10.67741,6.00304,9.11721,13.60372,11.59561,8.96932
10.26061,8.10858,7.5435,12.04867,12.62536,7.34752,9.8725,6.94539,10.99547
5.09579,11.17509,5.29137,12.97972,11.78451,9.37989,9.69135,9.30679,12.39524
9.72094,9.26495,8.9131,12.65335,13.45594,9.40384,6.86883,6.84114,14.31088
12.28058,10.46517,11.92593,12.82463,6.38324,11.25645,11.51577,14.86445,7.32859
10.46493,13.25425,6.49083,14.31308,8.993,10.52294,11.22275,11.6726,9.93146
8.1559,9.72619,8.0937,12.59137,12.85167,10.57495,10.40384,10.31894,12.38477
12.05335,10.45462,11.12928,10.4592,10.72229,11.44408,10.78914,9.42844,10.63674
9.36369,6.95712,11.13886,12.91954,12.11878,7.87195,6.36065,7.71043,12.80772
9.83693,9.25382,8.49365,11.77256,9.82976,5.39739,12.0574,10.12356,6.85559
8.9644,10.09614,14.08418,14.30149,7.56902,11.09055,7.3394,15.46317,10.01702
11.10533,9.5307,14.11005,11.66569,8.76247,10.83155,9.39053,12.30997,13.30026
9.69832,13.21986,15.16794,11.58467,7.68998,10.71095,8.61734,12.44981,8.48764
12.01039,15.31629,11.24682,11.11313,7.69839,12.80746,8.98284,10.1168,10.50491
11.60131,6.66821,13.3871,13.04569,7.90501,14.46496,8.52796,15.69615,12.1561
14.80899,9.08028,14.61069,7.73374,7.30957,9.35339,10.57118,8.7086,12.78527
13.76462,8.7844,12.64053,8.69585,5.3927,7.58385,11.81484,12.31132,7.2285
5.88112,8.79705,13.64462,16.79538,5.33611,11.88649,11.21914,14.70376,13.42672
12.90668,9.68731,12.74606,7.88418,10.48065,5.36293,14.28832,11.837,9.8254
11.83518,9.31093,11.65735,11.34497,9.62277,9.44897,10.68122,12.16061,8.29141
12.05773,9.60488,11.14118,12.99532,9.15523,7.55862,13.03562,14.11412,7.25783
9.66237,8.49681,9.45919,12.00446,12.78192,7.64364,8.47264,8.78762,11.78942
6.05655,8.8887,13.87531,14.44149,7.65257,10.18654,8.71944,15.04611,11.93767
6.39845,7.24639,9.18923,10.78881,12.51179,8.77146,6.75868,8.22034,14.19818
7.4038,9.41125,9.35713,10.73057,13.32508,8.88241,8.08901,9.68266,12.85674
10.32758,8.01051,11.52559,12.12673,12.62513,7.75931,9.67865,10.52897,10.71168
10.77571,8.53502,11.62653,9.39758,6.27004,10.83794,15.77294,9.20417,9.37938
7.50985,10.77378,12.47198,12.71589,7.3331,13.19563,6.23039,11.01738,9.4792
9.01456,7.20637,7.19587,12.58241,12.12747,9.35917,9.58633,7.31804,13.3375
6.51812,6.62432,8.23984,10.74859,13.49229,9.94428,9.2609,8.62639,13.15324
10.13539,9.10293,9.13024,12.67708,13.09988,6.64119,10.149,6.64683,13.02182
7.36749,6.10989,12.48368,15.31456,7.95427,11.8791,7.9884,13.32726,11.86977
8.24743,11.58184,7.8429,13.01332,10.08648,10.21093,9.06367,11.47989,10.54011
9.81065,5.95691,13.1329,11.79101,7.60488,13.76573,6.97742,13.08809,14.43611
15.03187,9.02671,15.22348,7.9793,9.23992,8.11245,10.78606,12.40078,6.95748
11.13142,7.74946,13.12338,14.50514,8.06051,9.83361,10.76505,14.45102,10.23766
5.57818,6.81206,12.97283,15.68873,9.26817,9.26535,9.88138,17.18557,12.22254
9.246,6.72055,10.17236,9.55365,14.08898,6.04542,11.58051,9.75396,9.44052
7.99849,5.66538,12.95099,12.25513,7.46947,13.16585,8.29294,12.98136,14.49174
6.11111,8.33847,12.21244,15.09226,7.66169,11.65895,9.33929,16.29282,11.18532
7.39015,7.9345,8.03017,14.68426,10.35089,10.39697,9.14673,10.09919,11.63766
9.68378,7.48042,14.7564,11.0221,6.86741,13.42628,7.3121,15.55856,13.32041
6.97324,9.75673,9.25003,13.96478,13.21398,9.12409,7.3877,9.78722,12.89022
7.72053,6.16868,11.47051,11.41234,9.59229,12.61737,8.04754,11.09554,14.66066
12.59178,10.11101,12.5849,8.20285,8.33309,8.11616,12.08666,13.31263,7.06108
11.52582,9.1541,10.30561,12.04396,9.14474,7.24068,12.90172,16.45666,5.87798
11.16421,5.48908,11.43905,10.04522,8.77952,6.00068,13.93853,14.65876,6.87574
14.51791,11.87295,13.27842,7.26873,7.83441,12.23634,8.91911,10.95152,9.51622
13.26073,11.38428,12.32734,12.72362,9.40731,8.2167,12.19311,16.42691,8.77864
6.94035,10.49155,9.15525,9.04276,14.78777,6.98855,9.77078,10.21163,11.44245
9.11317,10.87026,13.56881,11.52317,12.52038,11.52574,5.65392,12.67778,11.73676
12.96022,7.93393,12.49683,8.92961,10.78399,7.80963,11.9293,13.50723,9.56713
8.08685,6.50755,7.87344,14.05754,11.38579,9.91655,9.60323,9.49538,10.8379
13.84622,9.60204,9.8297,9.37887,5.48069,10.21949,10.99431,16.08952,10.64195
10.69144,7.62192,8.17692,13.23631,10.60395,13.14751,7.36457,9.80744,12.24999
15.41037,9.37579,12.99692,8.05543,7.33725,10.78848,11.92569,11.37101,10.6219
10.14602,7.88787,6.90291,14.046,12.33515,10.89358,9.7543,7.99646,12.97918
11.68048,8.06802,13.98508,9.81789,9.38291,10.55634,14.06144,10.41392,9.43748
8.10834,5.21948,11.70868,8.38842,9.57295,8.70314,16.46023,13.34804,10.52801
15.77973,12.12491,9.95392,13.31594,5.59219,12.29256,12.1841,14.0547,7.78284
11.73565,9.79776,11.89229,9.26988,7.79087,8.46961,12.63505,13.48209,8.71173
7.4776,10.88314,7.15518,10.15326,12.9587,4.66123,11.71958,9.59066,9.83221
9.65811,9.25308,12.52009,13.17438,8.70965,10.9588,9.34584,12.75213,10.21322
12.05719,9.02692,12.86245,9.27743,12.22497,13.43025,8.78844,10.82558,14.99961
4.34746,4.93242,11.5915,8.92607,17.59941,8.00423,6.91378,7.2066,16.6584
6.68803,10.48861,7.76272,10.00351,12.66678,6.42775,10.09546,9.83246,11.89015
15.26717,14.80267,13.32318,12.46767,6.04381,11.82945,11.64978,11.43449,10.59013
14.36736,11.10535,13.56085,11.14002,12.35543,6.84886,11.64939,13.00187,9.3867
6.34682,10.0357,10.15802,14.33226,5.95329,12.45658,10.14748,9.80775,7.7313
12.51014,7.0937,11.09796,10.98839,5.89961,7.53286,14.81563,10.39493,9.5947
9.44611,7.38325,13.83925,12.70792,8.50358,12.65635,6.44218,13.12805,14.25057
8.13797,7.83132,9.30959,10.59719,13.86848,8.29377,9.02954,8.96997,12.48291
7.99312,7.6082,11.32768,14.81043,9.54219,13.00055,8.25492,11.77405,12.64158
5.94657,7.63052,7.76148,11.1682,13.83624,8.95612,8.36452,7.43995,14.75558
3.27126,12.19267,6.03859,7.92045,11.81712,6.06314,11.8715,12.99836,8.78052
7.26304,13.67514,13.60658,10.90515,8.60858,10.6196,13.55501,12.70117,9.65667
14.50854,7.76109,6.81546,13.33624,11.54352,7.96132,9.56738,3.16892,14.70855
13.60647,12.52344,12.56432,10.72917,7.90361,11.68652,13.90591,11.2145,8.81409
5.77748,10.25278,10.21323,13.90983,7.21627,12.01313,9.62913,12.93514,10.33994
7.49895,7.20697,12.35439,11.85326,10.26552,14.41656,8.60872,12.91795,15.89299
10.63893,10.52811,13.8239,8.37524,8.9519,11.0419,9.36311,11.0838,13.10018
8.16753,13.85774,13.83654,14.29057,11.21965,5.70146,12.00314,10.99164,5.42945
16.25622,18.5607,14.31321,13.85341,5.80568,9.49647,11.61921,11.88888,10.11462
11.15625,8.74575,7.70881,12.85147,10.80787,9.73108,5.65534,7.37448,11.7346
11.59386,8.29216,12.67261,7.86803,12.19618,8.933,11.41228,14.80345,7.72917
9.26262,10.70562,7.14528,13.09581,10.79425,10.40124,9.71962,9.89756,11.398
10.26928,7.21747,12.32111,12.47917,9.92207,11.35286,9.09464,13.72119,12.48466
13.56171,6.84523,15.19147,8.57365,8.31311,7.13415,13.95882,14.16047,7.4488
9.04453,7.99767,10.89647,11.06177,10.20717,16.29399,8.12697,8.11676,15.40211
7.52527,7.86746,10.38106,11.77711,13.67956,9.07508,9.76135,10.74418,11.15808
12.58728,8.43873,14.33236,8.16357,10.11769,6.88927,11.44764,11.46657,7.36474
9.39281,7.59806,7.94191,11.34202,13.17818,7.33006,9.62042,6.02883,13.55223
9.17768,10.5899,10.5293,12.81381,13.11808,7.93812,7.98458,9.04862,11.92288
10.94422,10.10761,11.23415,8.18025,7.71134,8.72975,10.73427,11.41846,10.73907
9.42711,9.35512,8.14762,12.42293,12.17283,7.39916,6.10755,6.86504,13.2998
11.89342,6.22542,8.4215,11.58369,12.14517,8.10384,6.57054,6.14633,11.52548
5.10855,8.62291,11.88992,13.91376,7.49549,11.46907,13.37679,12.44309,14.1089
11.23694,7.22941,8.36317,16.54007,10.14268,9.8291,7.39635,7.2543,12.40538
11.77964,11.81052,13.40352,12.55042,13.49728,6.17669,13.39514,9.12136,9.3396
10.12558,9.57088,11.67628,9.28849,9.89431,9.9245,9.5195,10.31177,10.79889
8.70351,8.09735,12.88513,10.78105,8.60841,12.58686,6.70166,9.61611,13.86196
4.29337,6.85952,7.88669,14.15604,11.47926,12.98991,9.17732,11.55971,12.94975
7.50879,7.38377,10.14178,13.72143,9.00017,12.45338,8.86938,12.69302,12.18991
8.39295,10.5064,7.2407,13.44644,11.76575,12.48868,8.58768,10.16726,13.0803
7.7074,7.82205,13.63536,11.3519,8.11931,10.46774,6.41049,12.72575,12.72864
10.3037,16.41002,15.16139,13.08703,13.95963,5.40442,11.62175,7.26068,8.54917
6.89217,8.97259,11.70985,13.77454,6.96586,11.66554,12.232,14.32803,11.22172
11.10639,8.91728,8.32031,14.99417,12.53307,13.94925,6.74668,8.00487,15.31165
8.83654,7.53491,9.33021,11.2298,11.94306,7.92836,9.79914,9.08098,10.95088
11.66325,11.43009,11.15075,10.82534,9.41046,10.18531,11.92796,11.21757,8.87542
9.56866,8.21482,8.94487,14.34276,11.99519,10.46329,8.29134,8.40908,13.36364
13.49296,8.09616,11.10881,10.22963,5.84892,6.30069,14.00808,11.58195,4.18716
9.70076,8.26868,12.2752,11.21858,10.2951,12.7265,7.65855,12.31634,14.05139
12.41504,8.79462,13.51116,8.89301,12.22682,5.42856,9.8862,12.23198,7.42165
11.66766,8.01441,6.11248,15.17461,9.87832,11.19018,10.44103,8.70118,10.81775
15.20022,11.61106,11.81408,8.90514,6.22446,11.45989,12.11732,12.01511,11.36499
13.55187,7.43771,8.11721,12.67288,10.61831,8.89221,8.81022,7.02774,10.9631
14.206,10.10928,13.78692,7.80623,10.46428,10.92395,11.07657,13.27342,8.32608
9.54664,7.89786,9.68516,13.58929,9.56022,12.74689,10.28631,11.48516,11.40435
11.71055,9.3168,14.14132,9.60399,8.82912,13.87178,8.21451,12.92662,12.58303
11.39354,14.91437,11.95378,14.39986,8.81587,9.99407,12.37869,13.03849,8.96515
17.35079,6.6977,15.99192,12.05685,7.12357,8.07187,12.74694,13.56571,5.68812
6.42125,8.29443,11.69641,17.05678,4.92519,14.51506,5.29114,10.66874,11.0366
9.77628,10.12791,8.11611,13.39574,12.30533,9.7223,8.41044,7.44104,13.42719
14.62146,13.09294,13.86188,13.33902,11.61718,4.66646,14.82527,8.90327,6.95294
7.34843,10.53569,7.92183,12.74598,11.43474,10.83332,9.9414,13.03281,10.02613
6.43765,8.85395,8.59394,13.27883,12.029,7.37801,11.19101,11.22326,10.17349
6.16603,6.10551,12.10226,12.89514,5.25225,11.53585,8.64126,14.59528,12.13666
10.48461,12.18799,11.55246,12.27765,10.84958,7.09733,12.25244,12.79011,6.11745
12.09525,13.52543,12.4335,11.60156,7.79111,11.00172,10.37335,11.54138,8.23294
6.86053,9.24814,14.48978,10.6117,7.4649,11.38101,8.3857,15.16131,12.76797
3.22833,9.89924,10.64826,10.27883,14.69009,8.58884,6.0828,11.46766,13.92463
7.1484,7.47037,8.46856,14.3188,12.11503,10.20064,8.4598,9.61615,12.30933
9.33479,7.82487,14.94647,12.82789,7.0628,11.71922,9.0022,17.11125,11.45886
15.04062,8.3482,10.75609,9.22463,7.58994,5.68562,9.55342,12.04057,5.79489
12.07011,7.5451,15.21622,7.96658,7.23048,11.34686,14.95159,15.09633,10.41502
12.92723,8.39277,13.48861,11.67103,10.89797,14.48191,5.15434,10.45738,14.21742
8.51351,7.33637,10.67854,11.3545,14.50465,8.78118,6.02778,7.64557,14.81911
10.82569,8.17375,9.94757,12.14071,13.83155,9.57566,8.50569,6.15046,14.19279
10.18221,7.87861,8.38244,14.73473,11.28143,12.36218,5.75199,6.81984,15.0961
11.31625,6.781,10.83591,9.49749,9.10965,9.96875,10.21458,13.34367,11.94818
7.48323,7.35886,13.03588,14.77203,5.21069,12.31383,8.36202,13.40038,11.83641
14.98018,11.33401,9.22143,16.34898,10.82031,10.1423,14.65374,14.01313,3.97272
12.75919,7.08931,12.88052,10.2758,7.12084,8.50403,13.58101,14.75815,10.822
13.45323,12.85502,10.75716,14.16126,7.74038,13.03397,13.91064,9.64355,9.24774
15.55695,6.99415,14.26532,9.09213,10.47246,6.90752,11.10245,14.86349,6.6982
12.21085,10.48089,5.954,12.20992,11.84651,7.82906,10.19015,7.09741,10.59845
11.8175,14.60738,14.13572,14.05965,9.11541,10.21004,10.20502,12.13557,8.04339
8.78588,9.33733,10.02666,10.29736,12.85292,5.84814,12.52254,9.08683,10.41309
8.58725,7.84628,12.44054,12.26223,7.31632,11.28009,11.02275,14.01805,13.63411
3.29012,8.60648,8.46514,10.34501,12.67792,7.35953,10.21185,11.4003,11.5263
13.20412,9.60985,12.90195,10.52474,11.92338,11.79937,9.29349,12.79939,12.82009
7.96494,8.17569,11.98553,13.36162,8.57088,11.78529,10.0254,13.70855,12.19
10.6836,8.91963,10.49973,7.50953,10.5632,4.63411,10.22911,12.76388,4.08375
8.61685,8.08942,12.75399,13.23439,8.17776,10.37008,10.26684,13.26566,11.05501
13.82195,6.54339,13.24739,9.12798,9.81449,7.2054,10.95851,14.27424,7.3269
13.81129,9.33967,7.44019,8.96622,12.21459,6.65957,8.46734,5.36195,11.48369
8.9729,9.86274,8.46107,14.70166,12.90721,12.81883,7.67721,9.8284,13.86209
10.64464,5.43924,10.82027,8.80041,14.59296,7.91317,8.65234,6.95367,12.76789
8.13557,9.99924,8.43569,9.90172,13.06606,9.01465,9.45734,10.66672,11.58727
7.18313,9.52813,11.23006,13.18433,8.02908,11.75011,7.18417,10.50956,12.33315
14.68486,11.70007,15.41995,9.38511,7.60303,6.00884,14.74598,13.23285,13.34455
12.03476,8.07458,10.00801,13.67239,13.5935,10.19024,6.40356,5.68707,15.07549
7.86113,6.12946,9.69368,14.59506,11.87608,10.38535,5.4461,7.01901,15.51416
10.59522,7.70067,12.45671,12.389,10.78194,13.94171,9.27219,11.7118,15.13273
8.65823,8.35171,9.58422,14.43361,11.20634,11.91054,4.79828,8.98943,13.89922
9.25307,6.54842,10.91071,12.64374,7.94746,13.23087,9.63746,12.75411,11.15299
9.3453,8.62944,8.70479,12.48498,10.8921,10.81765,6.89997,9.42502,12.29255
6.32998,7.43842,10.49466,9.12603,14.40681,8.2881,5.6889,8.03025,14.5539
11.12387,8.13021,12.21423,11.1621,8.98871,12.9571,7.27206,11.8413,11.87705
15.45033,12.50897,11.20819,13.98221,7.21187,9.11198,11.90403,12.93591,7.11381
9.08455,7.74147,10.51351,11.44625,11.07899,14.56397,9.27232,9.44754,14.99237
12.43079,15.01333,13.48212,12.59875,10.9857,7.19519,12.35332,8.64551,9.9548
9.04069,7.60979,8.98556,13.60137,10.95878,10.04044,7.68649,8.43181,13.45351
9.27591,10.17615,10.3967,12.42165,8.20607,12.04035,8.27576,9.14039,10.71342
12.90852,9.13331,12.62788,8.6994,11.4399,7.78218,9.20441,14.47376,4.76902
8.15006,5.82796,12.78591,15.09478,7.15488,13.99117,7.99676,14.04197,14.39659
10.20097,5.61265,10.45139,9.77212,15.23848,6.7839,5.92121,4.10465,15.89251
8.72411,9.3526,8.97643,14.03739,8.24005,14.86414,8.97335,10.36362,8.09551
8.96455,8.9999,13.2427,7.18305,12.6781,10.30246,12.75892,13.26884,12.48923
8.8421,8.88901,10.15113,14.45227,11.53651,9.67212,9.73571,11.07699,10.22748
15.49713,11.33888,15.76297,11.80198,9.82444,6.4362,14.66097,12.83964,11.33562
8.45289,7.76696,8.55122,11.29294,12.23489,8.36378,8.74158,8.08438,12.1198
9.17331,7.96846,10.79072,15.65606,7.17574,11.78209,8.19818,11.20524,8.97052
3.84465,9.0341,9.45029,14.49742,12.84167,8.80503,4.74748,7.99503,15.29079
9.34863,6.16805,10.43682,10.26029,11.12993,14.93695,7.21798,10.80187,15.43121
8.5504,6.77758,10.27924,11.65332,12.45199,7.36752,9.12772,8.59104,11.00989
11.82423,11.22444,14.90021,11.67262,6.79585,11.64565,9.10663,14.94374,10.24557
12.69357,13.75131,11.53503,13.49836,8.41552,10.12337,12.39432,10.86768,8.53025
15.95954,11.71326,14.76833,13.3014,9.89536,11.69577,15.6566,13.19935,9.83826
10.95315,14.53882,13.132,10.3238,11.5467,11.0007,12.30952,11.8906,9.37628
13.5415,8.19766,11.81765,8.6839,11.4428,8.44749,10.64049,14.32905,5.82673
7.74352,11.55898,6.53757,9.26666,11.92916,7.96808,11.22713,10.41452,12.05291
11.48002,9.36337,11.49242,10.1999,9.30471,11.25212,13.87059,13.05287,9.52799
7.18307,10.15738,8.07167,13.64129,12.55089,10.41242,9.9024,9.45643,13.95084
6.77452,6.80012,9.27656,10.90375,14.7117,7.90851,7.81156,8.75946,13.0069
8.21024,7.72877,10.37657,10.68005,11.84601,13.45157,5.21929,8.902,13.44154
15.2171,9.16368,14.42403,10.65924,10.8325,3.2211,13.30291,18.59417,11.14141
7.4843,11.85648,12.00902,12.16507,8.03419,14.04563,9.54779,11.86738,10.97792
10.71257,11.96747,13.59564,10.56744,8.75746,13.36124,8.58725,10.53279,11.76673
14.28133,9.41447,9.52197,8.89623,4.68,10.87447,13.42377,16.64785,9.66568
9.39588,9.74945,6.91363,12.91449,10.65318,12.37398,6.53597,8.7768,13.51547
6.40948,4.80755,10.43828,13.93346,9.1413,12.45671,8.88952,13.43302,13.88314
14.36728,6.64253,14.10399,11.30005,5.18629,7.45207,15.6239,12.1738,7.84879
10.46212,7.20005,10.4233,14.29421,10.36026,15.18652,8.49333,9.98165,15.43139
7.83315,8.98195,9.16898,9.42969,9.5351,11.24662,9.5054,13.65569,8.30058
11.29601,8.08325,8.38227,16.42813,10.70136,12.17338,8.24751,8.28345,12.9884
12.70433,11.9325,15.33815,12.68234,9.36084,10.80212,8.33699,14.89455,8.67764
11.44578,8.95029,10.81911,9.46137,7.99186,12.73269,9.48136,9.81476,10.8664
5.06632,8.41456,9.8915,9.47765,14.62338,3.90412,10.31741,9.38909,10.91572
12.96043,9.09522,12.38491,8.48934,11.46126,7.08575,10.71952,14.24671,7.29761
8.57074,9.60399,8.38424,11.37242,12.64548,5.60298,10.83728,9.12323,9.8437
10.09483,11.04041,7.59897,10.45998,12.2607,10.34195,10.30691,10.59965,11.47411
10.09158,10.21577,13.89223,13.42648,9.50406,11.7705,10.87948,14.90352,12.97588
15.59038,13.22394,12.19567,11.52069,5.69984,8.31793,14.2132,12.33305,10.46551
10.73439,10.02052,7.44783,12.73946,11.8593,11.78793,8.06962,8.9058,12.61023
15.49881,14.75818,13.94123,14.88709,9.82442,9.25413,11.15429,14.46711,9.56786
8.45323,11.46057,10.60609,10.30899,10.04564,5.54403,15.63053,11.35752,5.6905
11.02086,6.10212,7.23147,16.75602,10.17516,10.54594,7.4977,6.04261,12.82101
5.85521,4.88053,10.07702,15.44084,5.76187,11.93412,9.43483,11.88379,11.38124
11.17976,11.83907,7.8085,12.82612,6.79772,12.70894,11.85264,14.24102,6.48315
7.01171,7.75562,8.95109,11.9049,12.90678,6.3319,11.00914,8.74199,11.18015
9.58358,11.72136,13.75418,11.19885,8.74955,12.17177,10.47212,14.65489,10.25454
13.2741,8.7,11.27713,9.69823,7.60178,8.56658,11.67166,8.34302,8.99002
8.74427,7.17219,10.03276,13.82733,13.02452,10.41909,7.04782,8.06797,14.1062
7.38291,6.50769,10.82117,8.726,11.07241,5.91708,14.04218,12.35353,8.76418
6.07907,10.45634,8.13562,12.78292,11.90523,9.5068,8.32955,9.06383,13.64657
9.71979,9.14787,12.12695,12.85959,8.99086,14.97282,8.40752,11.38533,12.1879
9.93413,9.33478,7.37448,13.30699,11.44515,10.91757,5.43759,9.22582,12.04597
7.02026,8.64254,11.28588,13.4556,8.94933,13.14792,7.92959,11.66874,10.82882
7.13265,10.67294,12.50407,13.56457,10.83405,11.96134,8.32451,11.88552,11.28034
12.93652,10.18274,11.57555,8.54279,9.28935,6.44515,11.76273,13.29666,5.84554
11.0261,11.83636,10.21032,14.82261,12.11089,6.17899,12.63447,10.35152,5.61713
7.61323,8.12499,13.90242,12.59443,6.29914,12.92596,6.89192,13.39773,13.09624
13.10148,5.53172,12.0513,11.13304,5.39126,9.10847,13.28472,12.84399,8.07478
8.49042,9.7175,9.8928,11.32857,5.30734,12.33426,17.71572,10.4733,11.71653
14.22175,12.19672,15.88168,13.61923,11.26568,6.90889,13.59267,14.11687,8.6548
9.87213,12.72355,13.76685,10.90118,8.72306,9.92674,11.7049,13.22832,10.19097
11.80488,12.94707,10.61774,11.38558,7.42788,8.153,7.30392,15.01283,9.44587
9.624,8.11788,6.76805,14.4779,9.30016,10.46653,11.6949,9.64988,11.14974
8.62689,7.97048,12.06914,10.24165,11.77408,13.43074,7.85175,12.64713,15.10516
7.64112,9.23906,12.99386,9.44997,8.91905,12.58948,7.49072,11.92146,13.08956
13.21629,8.21835,10.42452,10.74133,11.65488,3.68945,9.58196,11.01777,2.35036
11.31933,9.23511,5.13036,13.63016,9.82897,11.52106,9.53984,7.98201,12.52307
4.19315,9.95632,8.42844,12.69696,12.58856,8.33343,10.08021,13.04535,10.24625
7.02665,11.93972,14.34387,11.9483,6.69879,11.10871,11.51508,14.79749,11.13145
10.30914,8.93631,8.62041,14.25199,10.22216,9.26437,8.15129,8.77839,11.83749
10.23724,7.79945,6.38199,12.10239,11.75814,9.56194,12.39295,6.94634,12.32123
10.66343,9.76154,15.38653,9.04596,9.17808,13.70661,6.48564,14.16137,13.58364
5.48703,10.01308,7.44242,14.85069,10.47736,11.82276,8.95108,11.5453,12.75801
12.84701,7.9764,14.06599,8.3479,7.48128,7.2029,11.28713,9.75483,8.2678
11.37599,9.49407,11.40654,11.64439,9.41895,9.58855,8.66354,10.82918,10.23191
11.77865,6.38588,16.65883,16.2899,7.18582,9.57686,9.69173,20.0701,12.71395
11.10279,7.88992,11.79381,9.54366,11.6873,15.34731,5.04656,9.9268,15.7629
12.72109,8.56712,14.37799,7.47191,8.31748,11.64571,12.93394,12.54356,9.16888
10.89699,7.95096,11.56953,13.57703,5.78599,12.73723,10.20392,12.98554,11.15861
13.83688,13.60115,12.70863,10.72961,8.24347,6.4368,12.43771,10.37931,11.23848
8.93582,5.09001,7.54564,12.91127,10.24216,16.80789,6.96195,7.938,13.82082
12.43916,10.28827,13.01664,11.34552,10.34934,3.98962,13.75142,11.4743,7.88649
12.64124,11.25105,14.00927,6.80619,10.31375,9.0399,11.43876,11.74122,8.81266
14.99721,11.40745,14.75153,13.63218,9.25355,10.61943,10.52769,9.05451,10.96184
15.18111,14.84198,12.09108,13.61947,8.75596,13.0716,11.05341,12.71124,10.40896
7.89173,4.94255,10.03828,11.5146,12.75135,6.05337,10.76428,9.18681,9.30429
11.24064,10.52158,13.19168,13.13563,5.619,12.32394,9.84834,14.19935,9.05793
9.6806,5.89114,12.00583,13.44652,9.66758,5.74446,10.91,10.57612,7.23907
6.48518,5.99369,13.05436,11.98621,12.35511,10.645,4.80673,14.34679,15.88622
10.43615,8.31628,8.44673,14.55388,10.74316,9.42038,9.52212,8.50289,10.809
11.35931,7.12174,7.9324,10.92681,12.73064,9.39053,8.51351,6.37976,12.62902
10.25327,16.58894,13.01304,15.99454,11.04763,8.81515,10.67505,10.04647,8.62488
14.30713,10.05409,8.49453,9.22492,4.03793,11.0095,11.53981,15.8628,8.83671
10.24527,9.99714,11.54287,6.7258,6.90251,8.49024,13.32373,10.83105,9.48872
11.51815,6.21125,9.80434,15.1109,11.11804,11.7811,7.57178,8.2709,11.62127
8.95096,8.37109,12.05255,9.66663,8.507,14.57737,8.60092,10.60249,13.18604
13.52093,9.16955,13.21802,7.97371,8.93068,10.94716,10.26734,12.29659,11.35279
9.23748,9.67874,6.99621,13.80259,12.05787,11.20085,8.30799,7.69524,14.88577
8.90909,9.15461,9.23692,9.91211,14.38501,5.98545,10.06256,7.62129,11.94382
9.87408,14.28941,11.46454,12.31929,5.14712,9.97301,11.72006,15.69008,8.31533
9.01817,12.36767,7.0797,11.93303,7.33809,10.94902,11.28168,11.00113,3.43962
12.9918,5.09889,13.12248,10.30671,10.51921,6.89451,10.8504,15.40315,8.65902
8.62747,15.54899,14.94009,13.8764,12.84745,8.1892,16.2921,10.12292,7.92631
8.64984,8.77701,11.82182,12.05616,7.37577,12.99776,8.15054,10.87939,11.03035
8.99234,7.60383,11.17782,10.28924,12.07891,5.24154,11.40137,10.30477,8.75474
6.59301,7.86714,6.86243,16.05443,8.49944,10.30435,9.56333,9.62538,11.8807
11.21428,6.06191,6.45547,13.62661,10.80459,7.94461,10.26478,4.62526,13.1278
8.06938,8.47753,13.62828,12.17873,8.8697,13.03035,6.16057,13.3169,13.45735
9.33707,9.37783,12.09928,8.66937,10.08852,9.986,13.08251,14.03451,10.25893
12.24346,8.94211,14.13488,6.87345,12.05405,7.52318,10.73865,13.50992,7.35104
